ip,day,ts,active,apparent,cos_phi,reactive,tension1_2,tension2_3,tension3_1
192.168.0.4,2023-01-02,2023-01-02 05:35:51.951+0000,71520,74560,-0.9575,-15320,237.92,237.67999,237.93999
192.168.0.4,2023-01-02,2023-01-02 05:40:51.897+0000,72320,76320,-0.9647,-15320,237.97,237.47,237.93999
192.168.0.4,2023-01-02,2023-01-02 05:50:52.819+0000,76320,78760,-0.9657,-14560,238.64999,238.06999,238.62999
192.168.0.4,2023-01-02,2023-01-02 05:55:53.596+0000,66360,69440,-0.9579,-15440,238.56999,238.29999,238.36
192.168.0.4,2023-01-02,2023-01-02 06:05:54.116+0000,66360,69880,-0.953,-15680,238.39,238.23999,238.39
192.168.0.4,2023-01-02,2023-01-02 06:10:54.341+0000,73280,77480,-0.9613,-15640,238.39,238.00999,238.20999
192.168.0.4,2023-01-02,2023-01-02 06:15:54.861+0000,66080,71680,-0.9479,-15840,237.93999,237.75999,237.83
192.168.0.4,2023-01-02,2023-01-02 06:20:55.243+0000,78760,79440,-0.9628,-15720,237.93999,237.75999,237.67999
192.168.0.4,2023-01-02,2023-01-02 06:40:57.340+0000,81440,83800,-0.969,-15160,237.2,237.04999,237.15999
192.168.0.4,2023-01-02,2023-01-02 06:45:57.825+0000,77800,78360,-0.969,-15160,237.14,236.84,237.14
192.168.0.4,2023-01-02,2023-01-02 06:50:58.206+0000,82920,86080,-0.973,-14000,236.89999,236.53999,236.92999
192.168.0.4,2023-01-02,2023-01-02 07:00:58.824+0000,93240,93720,-0.9748,-14400,236.64,236.28,236.67
192.168.0.4,2023-01-02,2023-01-02 07:11:00.616+0000,94280,90920,-0.9727,-13160,236.81,236.64,236.78
192.168.0.4,2023-01-02,2023-01-02 07:21:00.454+0000,95400,97800,-0.9792,-12880,236.22,236.15999,236.42999
192.168.0.4,2023-01-02,2023-01-02 07:26:01.067+0000,91560,97640,-0.9715,-14480,236.22,235.79999,236.37
192.168.0.4,2023-01-02,2023-01-02 07:31:01.212+0000,90400,95880,-0.9758,-14760,235.53999,235.79999,235.92
192.168.0.4,2023-01-02,2023-01-02 07:36:01.238+0000,1.008e+05,1.0252e+05,-0.9722,-15040,236.18999,235.95,236.37
192.168.0.4,2023-01-02,2023-01-02 07:46:02.253+0000,1.0044e+05,1.0268e+05,-0.9787,-15240,235.95,235.56,236.22
192.168.0.4,2023-01-02,2023-01-02 07:51:02.405+0000,1.0076e+05,1.064e+05,-0.9755,-15160,236.45,236.31999,236.48
192.168.0.4,2023-01-02,2023-01-02 07:56:02.775+0000,1.018e+05,1.0388e+05,-0.9827,-13240,236.67,236.31,236.39999
192.168.0.4,2023-01-02,2023-01-02 08:16:04.852+0000,1.0696e+05,1.0916e+05,-0.9847,-11640,236.48,236.06999,236.15999
192.168.0.4,2023-01-02,2023-01-02 08:21:05.309+0000,1e+05,1.0312e+05,-0.9865,-10520,236.25999,235.86,236.15999
192.168.0.4,2023-01-02,2023-01-02 08:26:05.858+0000,1.0836e+05,1.1056e+05,-0.9866,-11520,236.48999,235.86,236.15999
192.168.0.4,2023-01-02,2023-01-02 08:36:06.865+0000,1.044e+05,1.0524e+05,-0.986,-12000,236.18999,235.53999,235.79999
192.168.0.4,2023-01-02,2023-01-02 08:46:07.772+0000,1.0424e+05,1.0712e+05,-0.984,-10640,235.98,235.86,235.89
192.168.0.4,2023-01-02,2023-01-02 08:51:08.329+0000,1.1476e+05,1.1528e+05,-0.9862,-11280,235.98,235.62,235.89
192.168.0.4,2023-01-02,2023-01-02 08:56:08.222+0000,1.0256e+05,1.0544e+05,-0.9836,-11920,236.09999,235.62,236.06999
192.168.0.4,2023-01-02,2023-01-02 09:01:22.992+0000,1.074e+05,1.0844e+05,-0.9851,-12520,236.48999,235.73999,235.72
192.168.0.4,2023-01-02,2023-01-02 09:11:09.574+0000,95920,97000,-0.9821,-12120,236.31,235.65999,235.95
192.168.0.4,2023-01-02,2023-01-02 09:21:10.288+0000,96640,1.0076e+05,-0.9856,-10280,236.11,235.50999,235.65999
192.168.0.4,2023-01-02,2023-01-02 09:31:17.252+0000,1.1396e+05,1.1124e+05,-0.9827,-12680,235.73999,234.87999,235.12
192.168.0.4,2023-01-02,2023-01-02 09:36:11.796+0000,1.1996e+05,1.2168e+05,-0.9837,-12440,235.42,235.26999,235.12
192.168.0.4,2023-01-02,2023-01-02 09:41:15.289+0000,1.2952e+05,1.27e+05,-0.9902,-11160,235.42,235,235.23999
192.168.0.4,2023-01-02,2023-01-02 09:51:13.263+0000,97040,95640,-0.9781,-13520,235.95,235.67999,235.65999
192.168.0.4,2023-01-02,2023-01-02 09:56:13.925+0000,1.162e+05,1.1988e+05,-0.9868,-12880,235.70999,235.37999,235.42
192.168.0.4,2023-01-02,2023-01-02 10:02:22.147+0000,1.0496e+05,1.0564e+05,-0.9842,-10600,236.03999,235.62999,235.83
192.168.0.4,2023-01-02,2023-01-02 10:06:14.592+0000,1.1012e+05,1.156e+05,-0.9884,-10920,235.72,235.56,235.48
192.168.0.4,2023-01-02,2023-01-02 10:11:34.233+0000,93040,96920,-0.9832,-12680,235.79999,235.45,235.45
192.168.0.4,2023-01-02,2023-01-02 10:16:34.282+0000,1.1048e+05,1.0856e+05,-0.9812,-12760,235.56999,235.56,235.56
192.168.0.4,2023-01-02,2023-01-02 10:21:34.652+0000,1.0004e+05,1.0588e+05,-0.9843,-10400,235.79999,235.56,235.56
192.168.0.4,2023-01-02,2023-01-02 10:26:34.885+0000,1.0248e+05,1.016e+05,-0.9826,-9480,235.84,235.56,235.92
192.168.0.4,2023-01-02,2023-01-02 10:31:35.438+0000,1.1348e+05,1.1388e+05,-0.9883,-9440,236.06,235.56,235.53999
192.168.0.4,2023-01-02,2023-01-02 10:36:35.463+0000,1.0896e+05,1.1128e+05,-0.9871,-9760,235.56999,235.20999,235.53999
192.168.0.4,2023-01-02,2023-01-02 10:41:36.497+0000,1.0788e+05,1.1132e+05,-0.9868,-9840,235.56999,235.20999,235.23999
192.168.0.4,2023-01-02,2023-01-02 10:51:36.703+0000,1.0724e+05,1.0888e+05,-0.985,-9920,234.90999,234.75999,234.97
192.168.0.4,2023-01-02,2023-01-02 11:06:37.935+0000,1.2292e+05,1.2476e+05,-0.985,-10680,235.06,234.83,235
192.168.0.4,2023-01-02,2023-01-02 11:11:37.836+0000,1.16e+05,1.1812e+05,-0.9782,-10080,234.76999,234.83,235.06
192.168.0.4,2023-01-02,2023-01-02 11:16:38.310+0000,1.1208e+05,1.1484e+05,-0.9851,-10200,234.89,234.73,235.06
192.168.0.4,2023-01-02,2023-01-02 11:31:39.865+0000,1.2672e+05,1.2748e+05,-0.9854,-8720,234.89,234.67999,235.06
192.168.0.4,2023-01-02,2023-01-02 11:36:39.938+0000,1.212e+05,1.2232e+05,-0.9824,-7360,234.89,234.67999,235.06
192.168.0.4,2023-01-02,2023-01-02 11:41:46.440+0000,1.2764e+05,1.3096e+05,-0.9873,-11080,235.26999,235.06999,235.23999
192.168.0.4,2023-01-02,2023-01-02 11:56:41.423+0000,1.1308e+05,1.2036e+05,-0.9812,-11920,235.53999,235.17999,235.67999
192.168.0.4,2023-01-02,2023-01-02 12:01:42.696+0000,1.0984e+05,1.0916e+05,-0.9804,-14320,235.53999,235.17999,235.50999
192.168.0.4,2023-01-02,2023-01-02 12:06:42.602+0000,1.1636e+05,1.1848e+05,-0.983,-13120,235.36,235.03,235.20999
192.168.0.4,2023-01-02,2023-01-02 12:11:42.667+0000,1.3032e+05,1.3208e+05,-0.9865,-14400,235.36,235.03,235.42
192.168.0.4,2023-01-02,2023-01-02 12:21:44.086+0000,1.0864e+05,1.1092e+05,-0.9818,-12240,235.59999,234.83,235.06999
192.168.0.4,2023-01-02,2023-01-02 12:31:44.637+0000,1.1272e+05,1.1484e+05,-0.9817,-14200,235.33,234.90999,235.33
192.168.0.4,2023-01-02,2023-01-02 12:36:44.853+0000,1.0596e+05,1.0776e+05,-0.9821,-15160,235.68999,234.90999,235.34999
192.168.0.4,2023-01-02,2023-01-02 13:01:47.124+0000,1.0688e+05,1.0708e+05,-0.9824,-11160,237.25999,236.7,236.73
192.168.0.4,2023-01-02,2023-01-02 13:16:52.571+0000,1.05e+05,1.0632e+05,-0.9761,-14240,236.87999,236.37,236.75999
192.168.0.4,2023-01-02,2023-01-02 13:21:52.985+0000,94080,97520,-0.9715,-15880,237.28999,236.89999,237.43999
192.168.0.4,2023-01-02,2023-01-02 13:26:52.374+0000,1.0324e+05,1.0696e+05,-0.9743,-15560,237.28999,236.89999,237.43999
192.168.0.4,2023-01-02,2023-01-02 13:36:50.292+0000,1.1164e+05,1.1392e+05,-0.9846,-13160,237.28999,236.78999,237.20999
192.168.0.4,2023-01-02,2023-01-02 13:46:51.419+0000,1.0124e+05,1.038e+05,-0.9775,-15360,237.53,236.98999,237.59
192.168.0.4,2023-01-02,2023-01-02 13:51:51.676+0000,1.1044e+05,1.1076e+05,-0.9727,-16400,237.97,237.36,237.92
192.168.0.4,2023-01-02,2023-01-02 13:56:52.417+0000,96720,98080,-0.9746,-18280,237.73999,237.36,237.78999
192.168.0.4,2023-01-02,2023-01-02 14:01:51.846+0000,1.1828e+05,1.1852e+05,-0.986,-13440,237.73999,237.01999,237.17
192.168.0.4,2023-01-02,2023-01-02 14:06:52.168+0000,1.1952e+05,1.182e+05,-0.9846,-14800,237.48999,237.01999,237.67999
192.168.0.4,2023-01-02,2023-01-02 14:11:55.805+0000,1.0252e+05,1.0496e+05,-0.9806,-11600,237.40999,237.01999,237.01999
192.168.0.4,2023-01-02,2023-01-02 14:16:53.098+0000,1.1632e+05,1.1824e+05,-0.9798,-15840,237.40999,237.01999,236.95999
192.168.0.4,2023-01-02,2023-01-02 14:42:04.796+0000,1.192e+05,1.2132e+05,-0.9814,-14600,237.34999,236.89999,237.40999
192.168.0.4,2023-01-02,2023-01-02 14:47:19.154+0000,1.1272e+05,1.1484e+05,-0.9823,-15320,237.54999,236.89999,237.37999
192.168.0.4,2023-01-02,2023-01-02 14:57:06.477+0000,1.1464e+05,1.168e+05,-0.9843,-14000,237.17,236.89999,237.04999
192.168.0.4,2023-01-02,2023-01-02 15:07:07.699+0000,1.3148e+05,1.3448e+05,-0.9863,-14800,237.17,236.59,237.01999
192.168.0.4,2023-01-02,2023-01-02 15:12:08.152+0000,1.2528e+05,1.2972e+05,-0.9834,-14840,237.14,236.59,236.64
192.168.0.4,2023-01-02,2023-01-02 15:17:08.138+0000,1.2544e+05,1.2784e+05,-0.9866,-13520,237.14,236.7,237.14
192.168.0.4,2023-01-02,2023-01-02 15:22:08.726+0000,1.382e+05,1.3812e+05,-0.984,-13400,236.89999,236.87999,236.89999
192.168.0.4,2023-01-02,2023-01-02 15:37:09.783+0000,1.3028e+05,1.3244e+05,-0.9812,-16600,236.78,236.75999,236.54999
192.168.0.4,2023-01-02,2023-01-02 15:47:10.849+0000,1.1936e+05,1.2132e+05,-0.9862,-15240,236.25,236.18999,236.37
192.168.0.4,2023-01-02,2023-01-02 15:52:11.294+0000,1.1596e+05,1.1812e+05,-0.9792,-13800,237.2,237.09,237.31999
192.168.0.4,2023-01-02,2023-01-02 16:02:12.080+0000,1.2724e+05,1.29e+05,-0.9872,-14240,236.39999,236.03999,236.37
192.168.0.4,2023-01-02,2023-01-02 16:07:12.869+0000,1.354e+05,1.3616e+05,-0.9867,-14560,236.25,235.78999,236.06999
192.168.0.4,2023-01-02,2023-01-02 16:17:13.372+0000,1.2996e+05,1.3236e+05,-0.9838,-15760,235.92,235.72,236.03999
192.168.0.4,2023-01-02,2023-01-02 16:22:14.057+0000,1.2888e+05,1.304e+05,-0.9871,-14600,236.12,235.72,235.78
192.168.0.4,2023-01-02,2023-01-02 16:27:13.978+0000,1.3668e+05,1.3792e+05,-0.9866,-14200,236.03999,235.62999,235.78
192.168.0.4,2023-01-02,2023-01-02 16:32:14.488+0000,1.2964e+05,1.3284e+05,-0.9841,-15880,235.67999,235.62,235.78
192.168.0.4,2023-01-02,2023-01-02 16:37:14.965+0000,1.3688e+05,1.3784e+05,-0.9845,-14200,235.53999,235.43999,235.26999
192.168.0.4,2023-01-02,2023-01-02 16:42:17.639+0000,1.3692e+05,1.356e+05,-0.9841,-14920,236.39999,236.28,236.28
192.168.0.4,2023-01-02,2023-01-02 16:47:18.115+0000,1.3624e+05,1.3792e+05,-0.9871,-13040,236.39999,236.28,236.28
192.168.0.4,2023-01-02,2023-01-02 16:52:15.401+0000,1.3816e+05,1.4024e+05,-0.9852,-15400,236.39999,236.28,236.28
192.168.0.4,2023-01-02,2023-01-02 16:57:15.970+0000,1.6056e+05,1.6296e+05,-0.9852,-14680,236.45,235.98,236.34
192.168.0.4,2023-01-02,2023-01-02 17:07:16.616+0000,1.9524e+05,1.9628e+05,-0.9905,-11600,236.06999,235.65999,236.11
192.168.0.4,2023-01-02,2023-01-02 17:22:17.632+0000,1.9584e+05,1.972e+05,-0.9923,-13240,236.03999,235.98,236.25
192.168.0.4,2023-01-02,2023-01-02 17:27:18.585+0000,1.9852e+05,1.99e+05,-0.9936,-12280,236.39999,236.06999,236.25
192.168.0.4,2023-01-02,2023-01-02 17:37:19.307+0000,2.0856e+05,2.106e+05,-0.9951,-13760,236.39999,235.72,236.00999
192.168.0.4,2023-01-02,2023-01-02 17:42:19.264+0000,2.0712e+05,2.0424e+05,-0.9954,-11520,236.28,235.70999,236.00999
192.168.0.4,2023-01-02,2023-01-02 17:47:20.086+0000,2.1316e+05,2.1596e+05,-0.9946,-12360,236.39999,235.76999,236.00999
192.168.0.4,2023-01-02,2023-01-02 17:52:20.307+0000,2.0592e+05,2.0852e+05,-0.9956,-10560,236.39999,235.86,236.11
192.168.0.4,2023-01-02,2023-01-02 18:02:21.273+0000,1.9736e+05,2.0016e+05,-0.9956,-11360,236.7,236.18999,236.39999
192.168.0.4,2023-01-02,2023-01-02 18:07:21.243+0000,2.1096e+05,2.0976e+05,-0.994,-11320,236.75999,236.59,236.22
192.168.0.4,2023-01-02,2023-01-02 18:12:21.708+0000,1.9248e+05,1.9116e+05,-0.9941,-12680,236.58,236.34,236.51999
192.168.0.4,2023-01-02,2023-01-02 18:17:22.157+0000,1.8552e+05,1.894e+05,-0.9942,-11400,237.11,236.73,236.92999
192.168.0.4,2023-01-02,2023-01-02 18:27:26.255+0000,1.8576e+05,1.8508e+05,-0.9942,-11280,237.73999,237.40999,237.09
192.168.0.4,2023-01-02,2023-01-02 18:42:24.663+0000,1.8836e+05,1.8952e+05,-0.9953,-11960,236.51999,236.28,236.04999
192.168.0.4,2023-01-02,2023-01-02 18:47:25.657+0000,2.0224e+05,2.0296e+05,-0.9945,-11040,236.87999,236.28,236.39999
192.168.0.4,2023-01-02,2023-01-02 18:52:26.274+0000,2.1068e+05,2.148e+05,-0.9956,-10600,236.65999,235.92999,236.17
192.168.0.4,2023-01-02,2023-01-02 18:57:26.823+0000,1.9928e+05,1.9908e+05,-0.9958,-11840,236.65999,236.28,236.17
192.168.0.4,2023-01-02,2023-01-02 19:02:26.976+0000,1.8908e+05,1.9016e+05,-0.9965,-11360,237.36,236.73,236.64
192.168.0.4,2023-01-02,2023-01-02 19:12:28.099+0000,1.862e+05,1.8728e+05,-0.9938,-11480,237.81999,236.73,236.95999
192.168.0.4,2023-01-02,2023-01-02 19:32:28.844+0000,1.7644e+05,1.7648e+05,-0.9931,-13400,238.17,238.06999,237.48999
192.168.0.4,2023-01-02,2023-01-02 19:37:29.925+0000,1.7244e+05,1.74e+05,-0.9892,-14320,238.50999,237.87999,238.03
192.168.0.4,2023-01-02,2023-01-02 19:42:29.358+0000,1.7616e+05,1.788e+05,-0.9892,-14320,238.03,237.97,237.7
192.168.0.4,2023-01-02,2023-01-02 19:47:29.764+0000,1.5616e+05,1.5808e+05,-0.9876,-13560,238.48,238.29999,238.12
192.168.0.4,2023-01-02,2023-01-02 19:52:30.157+0000,1.708e+05,1.6424e+05,-0.9916,-13760,239.17,238.59999,238.81
192.168.0.4,2023-01-02,2023-01-02 19:57:30.302+0000,1.6228e+05,1.6216e+05,-0.9916,-13680,238.98,238.59999,238.45
192.168.0.4,2023-01-02,2023-01-02 20:02:30.716+0000,1.6664e+05,1.6872e+05,-0.9916,-12240,239.42,239.00999,238.98
192.168.0.4,2023-01-02,2023-01-02 20:17:32.176+0000,1.5568e+05,1.5756e+05,-0.9916,-11960,240.31999,239.75,239.65999
192.168.0.4,2023-01-02,2023-01-02 20:22:32.696+0000,1.5348e+05,1.5648e+05,-0.9899,-13440,241.20999,240.56,240.34999
192.168.0.4,2023-01-02,2023-01-02 20:27:49.890+0000,1.3596e+05,1.3868e+05,-0.9833,-14360,241.20999,240.56,241.09
192.168.0.4,2023-01-02,2023-01-02 20:32:33.435+0000,1.306e+05,1.3276e+05,-0.9858,-14400,236.61,236.15999,236.28
192.168.0.4,2023-01-02,2023-01-02 20:37:33.821+0000,1.2992e+05,1.3156e+05,-0.9865,-15520,236.61,236.04999,236.00999
192.168.0.4,2023-01-02,2023-01-02 21:02:35.882+0000,1.2572e+05,1.2792e+05,-0.984,-14280,236.58,236.45,236.39999
192.168.0.4,2023-01-02,2023-01-02 21:12:36.953+0000,1.45e+05,1.4904e+05,-0.988,-16160,236.87999,236.22,236.00999
192.168.0.4,2023-01-02,2023-01-02 21:17:37.474+0000,1.4236e+05,1.4668e+05,-0.9874,-15160,236.84,236.17,236.51999
192.168.0.4,2023-01-02,2023-01-02 21:22:37.591+0000,1.3256e+05,1.3456e+05,-0.9874,-14760,236.58,236.17,236.25999
192.168.0.4,2023-01-02,2023-01-02 21:27:37.564+0000,1.3312e+05,1.362e+05,-0.9835,-15080,236.48999,236.03999,236.25999
192.168.0.4,2023-01-02,2023-01-02 21:37:38.551+0000,1.1976e+05,1.2252e+05,-0.9802,-14320,236.48999,235.79999,235.79999
192.168.0.4,2023-01-02,2023-01-02 21:42:39.900+0000,1.2888e+05,1.3308e+05,-0.9834,-15520,236.92999,236.03999,236.18999
192.168.0.4,2023-01-02,2023-01-02 21:52:39.443+0000,1.1684e+05,1.1956e+05,-0.9847,-15880,236.93999,236.28,236.45
192.168.0.4,2023-01-02,2023-01-02 21:57:39.748+0000,1.0552e+05,1.084e+05,-0.9776,-15880,236.93999,236.61,236.45
192.168.0.4,2023-01-02,2023-01-02 22:22:42.182+0000,1.0292e+05,1.0468e+05,-0.9733,-16800,237.54999,237.17,236.98999
192.168.0.4,2023-01-02,2023-01-02 22:32:43.185+0000,1.1356e+05,1.1564e+05,-0.9761,-16200,237.37999,236.89999,236.98999
192.168.0.4,2023-01-02,2023-01-02 22:37:43.702+0000,1.094e+05,1.136e+05,-0.9742,-12680,237.11,236.89999,236.81999
192.168.0.4,2023-01-02,2023-01-02 22:52:45.162+0000,96840,1.0124e+05,-0.9725,-13720,238.06999,237.64999,237.40999
192.168.0.4,2023-01-02,2023-01-02 22:57:46.527+0000,1.0468e+05,1.0584e+05,-0.9786,-11640,237.34999,237.17,237.23
192.168.0.4,2023-01-03,2023-01-02 23:02:46.545+0000,1.0604e+05,1.0896e+05,-0.9767,-14360,237.87999,237.42999,237.47
192.168.0.4,2023-01-03,2023-01-02 23:07:46.630+0000,96720,98760,-0.969,-16440,237.87999,237.54999,237.47
192.168.0.4,2023-01-03,2023-01-02 23:12:53.727+0000,99280,1.0152e+05,-0.9704,-17280,238.09,238.23999,237.67999
192.168.0.4,2023-01-03,2023-01-02 23:22:54.709+0000,1.0032e+05,1.0368e+05,-0.9696,-15000,238.17,237.95,237.90999
192.168.0.4,2023-01-03,2023-01-02 23:32:55.720+0000,96920,1.012e+05,-0.9666,-15880,238.68999,238.50999,238.29999
192.168.0.4,2023-01-03,2023-01-03 00:02:58.924+0000,85760,90240,-0.9504,-17560,239.92999,239.59999,239.78999
192.168.0.4,2023-01-03,2023-01-03 00:17:59.767+0000,82640,87440,-0.9587,-16120,239.89999,239.58,239.51999
192.168.0.4,2023-01-03,2023-01-03 00:23:00.288+0000,83520,86440,-0.9644,-14560,240.14,239.81,239.84
192.168.0.4,2023-01-03,2023-01-03 00:28:00.654+0000,82440,84640,-0.9633,-14400,240.31999,239.95999,239.84
192.168.0.4,2023-01-03,2023-01-03 00:43:02.489+0000,77760,80960,-0.9558,-17880,240.56,240.2,239.95999
192.168.0.4,2023-01-03,2023-01-03 00:48:02.715+0000,78960,80040,-0.9501,-18520,240.56,239.98999,240.23
192.168.0.4,2023-01-03,2023-01-03 00:53:03.241+0000,63720,68480,-0.9393,-19000,240.73,240.25999,240.08
192.168.0.4,2023-01-03,2023-01-03 01:03:03.786+0000,69920,73280,-0.9541,-15440,241,240.43999,240.43999
192.168.0.4,2023-01-03,2023-01-03 01:08:04.100+0000,71840,75800,-0.947,-17400,241.53999,240.98,241.53999
192.168.0.4,2023-01-03,2023-01-03 01:18:05.218+0000,63680,67240,-0.9486,-16280,242.06,241.20999,241.23
192.168.0.4,2023-01-03,2023-01-03 01:28:05.829+0000,63440,66840,-0.9417,-16320,240.70999,240.17,240.28999
192.168.0.4,2023-01-03,2023-01-03 01:33:06.234+0000,58000,62240,-0.9412,-16840,240.70999,240.40999,240.28999
192.168.0.4,2023-01-03,2023-01-03 01:43:06.957+0000,68800,72160,-0.9522,-17000,241.33,240.73,240.84999
192.168.0.4,2023-01-03,2023-01-03 01:53:07.399+0000,60360,65160,-0.9365,-17320,241.22,240.84999,240.84999
192.168.0.4,2023-01-03,2023-01-03 02:03:08.258+0000,61000,64080,-0.9361,-17240,241.33,240.75999,240.90999
192.168.0.4,2023-01-03,2023-01-03 02:13:09.580+0000,62400,66320,-0.9416,-18240,241.09,241.17,240.84999
192.168.0.4,2023-01-03,2023-01-03 02:18:09.805+0000,58560,62200,-0.936,-17120,241.26999,240.84999,240.93999
192.168.0.4,2023-01-03,2023-01-03 02:38:11.298+0000,55400,59680,-0.9331,-16760,241.43999,241.09,241.06
192.168.0.4,2023-01-03,2023-01-03 02:43:11.776+0000,57960,62160,-0.9404,-16760,241.43999,241.09,241.06
192.168.0.4,2023-01-03,2023-01-03 02:48:12.270+0000,56040,60120,-0.9395,-15040,241.17999,240.84999,241.06
192.168.0.4,2023-01-03,2023-01-03 03:18:15.836+0000,61040,63560,-0.945,-15480,239.75,239.45999,239.64
192.168.0.4,2023-01-03,2023-01-03 03:23:15.593+0000,55920,59680,-0.9361,-16200,240.01999,239.75,239.81
192.168.0.4,2023-01-03,2023-01-03 03:28:15.971+0000,61080,64800,-0.9423,-16600,239.81,239.45999,239.48999
192.168.0.4,2023-01-03,2023-01-03 03:43:17.218+0000,62360,65160,-0.9383,-17120,239.68999,239.28,239.56999
192.168.0.4,2023-01-03,2023-01-03 03:48:17.968+0000,61360,65200,-0.9412,-17200,239.68999,239.28,239.48999
192.168.0.4,2023-01-03,2023-01-03 04:03:18.691+0000,66240,68160,-0.9522,-16560,239.68999,238.89,239.06999
192.168.0.4,2023-01-03,2023-01-03 04:13:19.930+0000,64600,70080,-0.9483,-17360,238.98,238.59999,238.89999
192.168.0.4,2023-01-03,2023-01-03 04:23:20.596+0000,59440,62840,-0.944,-16600,238.79999,238.37999,238.62999
192.168.0.4,2023-01-03,2023-01-03 04:28:20.806+0000,59960,64920,-0.9511,-15360,238.50999,238.00999,238.09
192.168.0.4,2023-01-03,2023-01-03 04:33:21.103+0000,59480,62640,-0.9464,-16720,238.50999,238.00999,238.20999
192.168.0.4,2023-01-03,2023-01-03 04:38:21.368+0000,58800,62200,-0.9452,-16480,238.62999,238.00999,238.20999
192.168.0.4,2023-01-03,2023-01-03 04:43:21.441+0000,64800,67240,-0.9511,-15560,238.00999,237.54999,237.75999
192.168.0.4,2023-01-03,2023-01-03 04:48:21.970+0000,66080,67840,-0.9618,-14880,238.00999,237.7,237.97
192.168.0.4,2023-01-03,2023-01-03 04:53:22.380+0000,68120,71880,-0.9573,-15720,238.09,237.7,237.62
192.168.0.4,2023-01-03,2023-01-03 04:58:22.769+0000,78320,81040,-0.963,-16960,237.59,237.23,237.62
192.168.0.4,2023-01-03,2023-01-03 05:03:23.315+0000,73360,75600,-0.9647,-15000,237.09,236.45999,236.75999
192.168.0.4,2023-01-03,2023-01-03 05:08:23.679+0000,77120,81000,-0.9676,-14800,236.51999,236.12,236.54999
192.168.0.4,2023-01-03,2023-01-03 05:18:24.670+0000,67120,70080,-0.9533,-15080,236.37,236.04999,236.25
192.168.0.4,2023-01-03,2023-01-03 05:28:25.641+0000,73680,76400,-0.9628,-15120,236.48999,236.09999,236.06999
192.168.0.4,2023-01-03,2023-01-03 05:33:26.182+0000,69520,72720,-0.9675,-12720,236.48999,236.09999,236.42999
192.168.0.4,2023-01-03,2023-01-03 05:38:26.371+0000,74720,77120,-0.9706,-14360,236.7,236.26999,236.48999
192.168.0.4,2023-01-03,2023-01-03 05:43:26.864+0000,82040,84560,-0.9687,-14680,236.48999,236.31,236.33
192.168.0.4,2023-01-03,2023-01-03 05:48:27.218+0000,80240,82400,-0.9681,-14320,236.18999,235.56999,235.92999
192.168.0.4,2023-01-03,2023-01-03 05:53:27.767+0000,69240,72200,-0.9674,-12720,236.25999,235.56999,235.59999
192.168.0.4,2023-01-03,2023-01-03 05:58:28.136+0000,82560,85040,-0.973,-12280,236.00999,235.56999,235.89
192.168.0.4,2023-01-03,2023-01-03 06:08:28.952+0000,71840,72800,-0.9671,-13800,235.56,235.28,235.59999
192.168.0.4,2023-01-03,2023-01-03 06:18:29.357+0000,77360,81240,-0.9743,-13560,236.25999,235.98,236.12999
192.168.0.4,2023-01-03,2023-01-03 06:28:30.709+0000,88920,90200,-0.9798,-13320,237.37999,237.28999,237.17
192.168.0.4,2023-01-03,2023-01-03 06:33:30.894+0000,1.0236e+05,1.0412e+05,-0.9848,-12120,236.81,236.7,236.73
192.168.0.4,2023-01-03,2023-01-03 06:43:31.648+0000,95920,99520,-0.9835,-12320,236.87999,236.58,236.65999
192.168.0.4,2023-01-03,2023-01-03 06:58:32.703+0000,92760,94000,-0.9799,-13240,236.17,236.06999,235.98
192.168.0.4,2023-01-03,2023-01-03 07:03:33.229+0000,1.108e+05,1.1056e+05,-0.9862,-13600,235.22,235,235.14999
192.168.0.4,2023-01-03,2023-01-03 07:08:33.946+0000,99440,1.0048e+05,-0.9857,-13600,234.7,234.14,234.17
192.168.0.4,2023-01-03,2023-01-03 07:28:35.488+0000,1.1628e+05,1.1448e+05,-0.9864,-11800,233.87,233.45999,233.56999
192.168.0.4,2023-01-03,2023-01-03 07:33:36.404+0000,1.1608e+05,1.1768e+05,-0.9889,-12320,233.37,233.06999,233.42
192.168.0.4,2023-01-03,2023-01-03 07:38:35.961+0000,1.0988e+05,1.174e+05,-0.9867,-12000,233.42999,232.70999,233.53999
192.168.0.4,2023-01-03,2023-01-03 07:43:36.187+0000,1.1148e+05,1.154e+05,-0.9881,-10720,233.06999,232.83,233.15999
